id,name,county_key,county,court,department,tenure_start,tenure_end,current_status,caseload_2024,time_period_coverage,prison_rate,raw
washington_006,Judge Katharine Weber,multnomah_county,Washington,Circuit Court,Family,2015,,active,512,2015-2024,0.8,"{""id"": ""washington_006"", ""name"": ""Judge Katharine Weber"", ""county"": ""Washington"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2015"", ""tenure_end"": null, ""current_status"": ""active"", ""caseload_2024"": 512, ""time_period_coverage"": ""2015-2024"", ""bias_metrics"": {""prison_rate"": 0.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.1}, ""counsel_representation"": {""disparity_score"": 3.4}}}, ""appellate_record"": {""total_appeals_2024"": 15, ""total_reversals_2024"": 2, ""reversal_rate"": 13.3}, ""specialization"": [""Family Law"", ""Juvenile"", ""Child Support""], ""risk_assessment"": ""excellent""}"
washington_007,Judge Andrew R. Erwin,multnomah_county,Washington,Circuit Court,Criminal,2017,,active,834,2017-2024,38.4,"{""id"": ""washington_007"", ""name"": ""Judge Andrew R. Erwin"", ""county"": ""Washington"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2017"", ""tenure_end"": null, ""current_status"": ""active"", ""caseload_2024"": 834, ""time_period_coverage"": ""2017-2024"", ""bias_metrics"": {""prison_rate"": 38.4, ""sentence_disparity"": {""racial"": {""disparity_score"": 4.7}, ""counsel_representation"": {""disparity_score"": 5.1}}}, ""appellate_record"": {""total_appeals_2024"": 31, ""total_reversals_2024"": 4, ""reversal_rate"": 12.9}, ""specialization"": [""Criminal"", ""Felony"", ""Drug Court""], ""risk_assessment"": ""low""}"
washington_008,Judge Xiomara Y. Torres,multnomah_county,Washington,Circuit Court,Civil,2020,,active,387,2020-2024,0.0,"{""id"": ""washington_008"", ""name"": ""Judge Xiomara Y. Torres"", ""county"": ""Washington"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2020"", ""tenure_end"": null, ""current_status"": ""active"", ""caseload_2024"": 387, ""time_period_coverage"": ""2020-2024"", ""bias_metrics"": {""prison_rate"": 0.0, ""sentence_disparity"": {""racial"": {""disparity_score"": -1.2}, ""counsel_representation"": {""disparity_score"": 12.4}}}, ""appellate_record"": {""total_appeals_2024"": 9, ""total_reversals_2024"": 1, ""reversal_rate"": 11.1}, ""specialization"": [""Civil"", ""Business Law"", ""Personal Injury""], ""risk_assessment"": ""moderate""}"
washington_009,Judge Oscar Garcia,multnomah_county,Washington,Circuit Court,Criminal,2013,,active,1045,2013-2024,41.2,"{""id"": ""washington_009"", ""name"": ""Judge Oscar Garcia"", ""county"": ""Washington"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2013"", ""tenure_end"": null, ""current_status"": ""active"", ""caseload_2024"": 1045, ""time_period_coverage"": ""2013-2024"", ""bias_metrics"": {""prison_rate"": 41.2, ""sentence_disparity"": {""racial"": {""disparity_score"": 3.8}, ""counsel_representation"": {""disparity_score"": 4.2}}}, ""appellate_record"": {""total_appeals_2024"": 39, ""total_reversals_2024"": 5, ""reversal_rate"": 12.8}, ""specialization"": [""Criminal"", ""Gangs"", ""Violent Crimes""], ""risk_assessment"": ""low"", ""awards_recognition"": [""2021 Gang Court Innovation Award""]}"
washington_010,Judge Janelle F. Wipper,multnomah_county,Washington,Circuit Court,Family,2019,,active,467,2019-2024,0.6,"{""id"": ""washington_010"", ""name"": ""Judge Janelle F. Wipper"", ""county"": ""Washington"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2019"", ""tenure_end"": null, ""current_status"": ""active"", ""caseload_2024"": 467, ""time_period_coverage"": ""2019-2024"", ""bias_metrics"": {""prison_rate"": 0.6, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.5}, ""counsel_representation"": {""disparity_score"": 2.8}}}, ""appellate_record"": {""total_appeals_2024"": 11, ""total_reversals_2024"": 1, ""reversal_rate"": 9.1}, ""specialization"": [""Family Law"", ""Domestic Violence"", ""Child Welfare""], ""risk_assessment"": ""excellent""}"
washington_011,Judge Patricia McGuire,multnomah_county,Washington,Circuit Court,Civil,2014,,active,398,2014-2024,0.0,"{""id"": ""washington_011"", ""name"": ""Judge Patricia McGuire"", ""county"": ""Washington"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2014"", ""tenure_end"": null, ""current_status"": ""active"", ""caseload_2024"": 398, ""time_period_coverage"": ""2014-2024"", ""bias_metrics"": {""prison_rate"": 0.0, ""sentence_disparity"": {""racial"": {""disparity_score"": 0.7}, ""counsel_representation"": {""disparity_score"": 15.2}}}, ""appellate_record"": {""total_appeals_2024"": 8, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Civil"", ""Employment Law"", ""Contracts""], ""risk_assessment"": ""moderate"", ""awards_recognition"": [""2023 Civil Court Excellence Award""]}"
washington_012,Judge Jeremy A. Markiewicz,multnomah_county,Washington,Circuit Court,Criminal,2018,,active,712,2018-2024,44.8,"{""id"": ""washington_012"", ""name"": ""Judge Jeremy A. Markiewicz"", ""county"": ""Washington"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2018"", ""tenure_end"": null, ""current_status"": ""active"", ""caseload_2024"": 712, ""time_period_coverage"": ""2018-2024"", ""bias_metrics"": {""prison_rate"": 44.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 6.9}, ""counsel_representation"": {""disparity_score"": 7.3}}}, ""appellate_record"": {""total_appeals_2024"": 35, ""total_reversals_2024"": 6, ""reversal_rate"": 17.1}, ""specialization"": [""Criminal"", ""White Collar"", ""Financial Crimes""], ""risk_assessment"": ""moderate""}"
washington_013,Judge Thanh H. Tran,multnomah_county,Washington,Circuit Court,Family,2021,,active,389,2021-2024,0.3,"{""id"": ""washington_013"", ""name"": ""Judge Thanh H. Tran"", ""county"": ""Washington"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2021"", ""tenure_end"": null, ""current_status"": ""active"", ""caseload_2024"": 389, ""time_period_coverage"": ""2021-2024"", ""bias_metrics"": {""prison_rate"": 0.3, ""sentence_disparity"": {""racial"": {""disparity_score"": 0.9}, ""counsel_representation"": {""disparity_score"": 2.1}}}, ""appellate_record"": {""total_appeals_2024"": 7, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Family Law"", ""Immigration"", ""Language Access""], ""risk_assessment"": ""excellent"", ""awards_recognition"": [""2024 Language Access Excellence Award""]}"
washington_014,Judge Michelle A. McIver,multnomah_county,Washington,Circuit Court,Criminal,2016,,active,856,2016-2024,39.7,"{""id"": ""washington_014"", ""name"": ""Judge Michelle A. McIver"", ""county"": ""Washington"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2016"", ""tenure_end"": null, ""current_status"": ""active"", ""caseload_2024"": 856, ""time_period_coverage"": ""2016-2024"", ""bias_metrics"": {""prison_rate"": 39.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 4.1}, ""counsel_representation"": {""disparity_score"": 4.6}}}, ""appellate_record"": {""total_appeals_2024"": 33, ""total_reversals_2024"": 4, ""reversal_rate"": 12.1}, ""specialization"": [""Criminal"", ""Mental Health Court"", ""Veterans Court""], ""risk_assessment"": ""low"", ""awards_recognition"": [""2022 Mental Health Court Innovation Award""]}"
washington_015,Judge Christopher A. Ramras,multnomah_county,Washington,Circuit Court,Civil,2012,,active,445,2012-2024,0.0,"{""id"": ""washington_015"", ""name"": ""Judge Christopher A. Ramras"", ""county"": ""Washington"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2012"", ""tenure_end"": null, ""current_status"": ""active"", ""caseload_2024"": 445, ""time_period_coverage"": ""2012-2024"", ""bias_metrics"": {""prison_rate"": 0.0, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.3}, ""counsel_representation"": {""disparity_score"": 13.8}}}, ""appellate_record"": {""total_appeals_2024"": 11, ""total_reversals_2024"": 1, ""reversal_rate"": 9.1}, ""specialization"": [""Civil"", ""Real Estate"", ""Construction Law""], ""risk_assessment"": ""moderate""}"
washington_016,Judge Lung S. Hung,multnomah_county,Washington,Circuit Court,Criminal,2010,,active,978,2010-2024,36.2,"{""id"": ""washington_016"", ""name"": ""Judge Lung S. Hung"", ""county"": ""Washington"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2010"", ""tenure_end"": null, ""current_status"": ""active"", ""caseload_2024"": 978, ""time_period_coverage"": ""2010-2024"", ""bias_metrics"": {""prison_rate"": 36.2, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.9}, ""counsel_representation"": {""disparity_score"": 3.7}}}, ""appellate_record"": {""total_appeals_2024"": 44, ""total_reversals_2024"": 5, ""reversal_rate"": 11.4}, ""specialization"": [""Criminal"", ""Drug Court"", ""Restorative Justice""], ""risk_assessment"": ""excellent"", ""awards_recognition"": [""2023 Drug Court Excellence Award"", ""2021 Restorative Justice Innovation Award""]}"
lane_001,Judge Debra Vogt,lane_county,Lane,Circuit Court,Criminal/Civil,2014,,,967,,22.1,"{""id"": ""lane_001"", ""name"": ""Judge Debra Vogt"", ""county"": ""Lane"", ""court"": ""Circuit Court"", ""department"": ""Criminal/Civil"", ""tenure_start"": ""2014"", ""caseload_2024"": 967, ""bias_metrics"": {""prison_rate"": 22.1, ""sentence_disparity"": {""racial"": {""disparity_score"": -0.8}, ""counsel_representation"": {""disparity_score"": 1.2}}}, ""appellate_record"": {""total_appeals_2024"": 28, ""total_reversals_2024"": 2, ""reversal_rate"": 7.1}, ""specialization"": [""Criminal"", ""Civil"", ""Environmental""], ""risk_assessment"": ""excellent"", ""awards_recognition"": [""2023 Oregon State Bar Award for Judicial Excellence"", ""2022 Access to Justice Award""]}"
lane_002,Judge Charles Zennache,lane_county,Lane,Circuit Court,Criminal,2017,,,1345,,35.7,"{""id"": ""lane_002"", ""name"": ""Judge Charles Zennache"", ""county"": ""Lane"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2017"", ""caseload_2024"": 1345, ""bias_metrics"": {""prison_rate"": 35.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 7.8}, ""counsel_representation"": {""disparity_score"": 11.9}}}, ""appellate_record"": {""total_appeals_2024"": 24, ""total_reversals_2024"": 5, ""reversal_rate"": 20.8}, ""specialization"": [""Criminal"", ""Felony Cases""], ""risk_assessment"": ""high""}"
lane_003,Judge Jay McAlpin,lane_county,Lane,Circuit Court,Civil,2019,,,876,,14.2,"{""id"": ""lane_003"", ""name"": ""Judge Jay McAlpin"", ""county"": ""Lane"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2019"", ""caseload_2024"": 876, ""bias_metrics"": {""prison_rate"": 14.2, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.1}, ""counsel_representation"": {""disparity_score"": 4.3}}}, ""appellate_record"": {""total_appeals_2024"": 13, ""total_reversals_2024"": 1, ""reversal_rate"": 7.7}, ""specialization"": [""Civil"", ""Business Law""], ""risk_assessment"": ""low""}"
lane_004,Judge Karrie McIntyre,lane_county,Lane,Circuit Court,Family,2016,,,1123,,5.1,"{""id"": ""lane_004"", ""name"": ""Judge Karrie McIntyre"", ""county"": ""Lane"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2016"", ""caseload_2024"": 1123, ""bias_metrics"": {""prison_rate"": 5.1, ""sentence_disparity"": {""racial"": {""disparity_score"": 0.7}, ""counsel_representation"": {""disparity_score"": 1.8}}}, ""appellate_record"": {""total_appeals_2024"": 9, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Family Law"", ""Child Welfare""], ""risk_assessment"": ""excellent""}"
lane_005,Judge Mustafa Kasubhai,lane_county,Lane,Circuit Court,Criminal,2020,,,1298,,33.4,"{""id"": ""lane_005"", ""name"": ""Judge Mustafa Kasubhai"", ""county"": ""Lane"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2020"", ""caseload_2024"": 1298, ""bias_metrics"": {""prison_rate"": 33.4, ""sentence_disparity"": {""racial"": {""disparity_score"": 6.9}, ""counsel_representation"": {""disparity_score"": 10.7}}}, ""appellate_record"": {""total_appeals_2024"": 22, ""total_reversals_2024"": 4, ""reversal_rate"": 18.2}, ""specialization"": [""Criminal"", ""Drug Court""], ""risk_assessment"": ""moderate""}"
lane_006,Judge Suzanne Cherniak,lane_county,Lane,Circuit Court,Juvenile,2018,,,645,,8.7,"{""id"": ""lane_006"", ""name"": ""Judge Suzanne Cherniak"", ""county"": ""Lane"", ""court"": ""Circuit Court"", ""department"": ""Juvenile"", ""tenure_start"": ""2018"", ""caseload_2024"": 645, ""bias_metrics"": {""prison_rate"": 8.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.9}, ""counsel_representation"": {""disparity_score"": 3.8}}}, ""appellate_record"": {""total_appeals_2024"": 6, ""total_reversals_2024"": 1, ""reversal_rate"": 16.7}, ""specialization"": [""Juvenile"", ""Youth Rehabilitation""], ""risk_assessment"": ""low""}"
lane_007,Judge Claudia Burton,lane_county,Lane,Circuit Court,Civil,2015,,,1045,,17.8,"{""id"": ""lane_007"", ""name"": ""Judge Claudia Burton"", ""county"": ""Lane"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2015"", ""caseload_2024"": 1045, ""bias_metrics"": {""prison_rate"": 17.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 3.4}, ""counsel_representation"": {""disparity_score"": 6.8}}}, ""appellate_record"": {""total_appeals_2024"": 16, ""total_reversals_2024"": 2, ""reversal_rate"": 12.5}, ""specialization"": [""Civil"", ""Personal Injury""], ""risk_assessment"": ""moderate""}"
lane_008,Judge Thomas Coffin,lane_county,Lane,Circuit Court,Criminal,2013,,,1467,,39.2,"{""id"": ""lane_008"", ""name"": ""Judge Thomas Coffin"", ""county"": ""Lane"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2013"", ""caseload_2024"": 1467, ""bias_metrics"": {""prison_rate"": 39.2, ""sentence_disparity"": {""racial"": {""disparity_score"": 9.1}, ""counsel_representation"": {""disparity_score"": 13.6}}}, ""appellate_record"": {""total_appeals_2024"": 31, ""total_reversals_2024"": 7, ""reversal_rate"": 22.6}, ""specialization"": [""Criminal"", ""Violent Crimes""], ""risk_assessment"": ""critical""}"
lane_009,Judge Angela Franco Lucero,lane_county,Lane,Circuit Court,Family,2021,,,789,,3.7,"{""id"": ""lane_009"", ""name"": ""Judge Angela Franco Lucero"", ""county"": ""Lane"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2021"", ""caseload_2024"": 789, ""bias_metrics"": {""prison_rate"": 3.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 0.5}, ""counsel_representation"": {""disparity_score"": 1.4}}}, ""appellate_record"": {""total_appeals_2024"": 5, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Family Law"", ""Domestic Relations""], ""risk_assessment"": ""excellent""}"
lane_010,Judge Maurice Merten,lane_county,Lane,Circuit Court,Probate,2012,,,467,,11.8,"{""id"": ""lane_010"", ""name"": ""Judge Maurice Merten"", ""county"": ""Lane"", ""court"": ""Circuit Court"", ""department"": ""Probate"", ""tenure_start"": ""2012"", ""caseload_2024"": 467, ""bias_metrics"": {""prison_rate"": 11.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.6}, ""counsel_representation"": {""disparity_score"": 5.1}}}, ""appellate_record"": {""total_appeals_2024"": 8, ""total_reversals_2024"": 1, ""reversal_rate"": 12.5}, ""specialization"": [""Probate"", ""Estate Planning""], ""risk_assessment"": ""low""}"
lane_011,Judge David Paradis,lane_county,Lane,Circuit Court,Civil,2014,,,934,,19.3,"{""id"": ""lane_011"", ""name"": ""Judge David Paradis"", ""county"": ""Lane"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2014"", ""caseload_2024"": 934, ""bias_metrics"": {""prison_rate"": 19.3, ""sentence_disparity"": {""racial"": {""disparity_score"": 4.1}, ""counsel_representation"": {""disparity_score"": 7.9}}}, ""appellate_record"": {""total_appeals_2024"": 17, ""total_reversals_2024"": 3, ""reversal_rate"": 17.6}, ""specialization"": [""Civil"", ""Environmental Law""], ""risk_assessment"": ""moderate""}"
lane_012,Judge Kimberly Wallan,lane_county,Lane,Circuit Court,Mental Health,2019,,,378,,6.3,"{""id"": ""lane_012"", ""name"": ""Judge Kimberly Wallan"", ""county"": ""Lane"", ""court"": ""Circuit Court"", ""department"": ""Mental Health"", ""tenure_start"": ""2019"", ""caseload_2024"": 378, ""bias_metrics"": {""prison_rate"": 6.3, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.2}, ""counsel_representation"": {""disparity_score"": 2.7}}}, ""appellate_record"": {""total_appeals_2024"": 4, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Mental Health Court""], ""risk_assessment"": ""excellent""}"
lane_013,Judge Don Rasmussen,lane_county,Lane,Circuit Court,Criminal,2011,,,1556,,41.8,"{""id"": ""lane_013"", ""name"": ""Judge Don Rasmussen"", ""county"": ""Lane"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2011"", ""caseload_2024"": 1556, ""bias_metrics"": {""prison_rate"": 41.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 10.4}, ""counsel_representation"": {""disparity_score"": 15.2}}}, ""appellate_record"": {""total_appeals_2024"": 38, ""total_reversals_2024"": 10, ""reversal_rate"": 26.3}, ""specialization"": [""Criminal"", ""White Collar Crime""], ""risk_assessment"": ""critical""}"
lane_014,Judge Jack Landau,lane_county,Lane,Circuit Court,Civil,2022,,,623,,13.7,"{""id"": ""lane_014"", ""name"": ""Judge Jack Landau"", ""county"": ""Lane"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2022"", ""caseload_2024"": 623, ""bias_metrics"": {""prison_rate"": 13.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.8}, ""counsel_representation"": {""disparity_score"": 5.4}}}, ""appellate_record"": {""total_appeals_2024"": 9, ""total_reversals_2024"": 1, ""reversal_rate"": 11.1}, ""specialization"": [""Civil"", ""Commercial Law""], ""risk_assessment"": ""low""}"
washington_001,Judge Patricia Sullivan,washington_county,Washington,Circuit Court,Criminal,2018,,,1256,,28.3,"{""id"": ""washington_001"", ""name"": ""Judge Patricia Sullivan"", ""county"": ""Washington"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2018"", ""caseload_2024"": 1256, ""bias_metrics"": {""prison_rate"": 28.3, ""sentence_disparity"": {""racial"": {""disparity_score"": 3.2}, ""counsel_representation"": {""disparity_score"": 6.1}}}, ""appellate_record"": {""total_appeals_2024"": 18, ""total_reversals_2024"": 2, ""reversal_rate"": 11.1}, ""specialization"": [""Criminal"", ""Drug Court""], ""risk_assessment"": ""moderate""}"
washington_002,Judge Christopher Marshall,washington_county,Washington,Circuit Court,Civil,2020,,,892,,15.7,"{""id"": ""washington_002"", ""name"": ""Judge Christopher Marshall"", ""county"": ""Washington"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2020"", ""caseload_2024"": 892, ""bias_metrics"": {""prison_rate"": 15.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.8}, ""counsel_representation"": {""disparity_score"": 3.4}}}, ""appellate_record"": {""total_appeals_2024"": 12, ""total_reversals_2024"": 1, ""reversal_rate"": 8.3}, ""specialization"": [""Civil"", ""Business Law"", ""Contract Disputes""], ""risk_assessment"": ""low""}"
washington_020,Judge Maria Gonzalez,washington_county,Washington,Circuit Court,Family,2015,,,1134,,8.2,"{""id"": ""washington_020"", ""name"": ""Judge Maria Gonzalez"", ""county"": ""Washington"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2015"", ""caseload_2024"": 1134, ""bias_metrics"": {""prison_rate"": 8.2, ""sentence_disparity"": {""racial"": {""disparity_score"": -0.4}, ""counsel_representation"": {""disparity_score"": 1.1}}}, ""appellate_record"": {""total_appeals_2024"": 6, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Family Law"", ""Domestic Relations"", ""Child Support""], ""risk_assessment"": ""excellent""}"
washington_021,Judge Oscar Garcia,washington_county,Washington,Circuit Court,Criminal,2016,,active,1134,2016-2024,30.6,"{""id"": ""washington_021"", ""name"": ""Judge Oscar Garcia"", ""county"": ""Washington"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2016"", ""tenure_end"": null, ""current_status"": ""active"", ""caseload_2024"": 1134, ""time_period_coverage"": ""2016-2024"", ""representation_analysis"": {""total_cases_analyzed"": 1134, ""by_representation_type"": {""self_represented"": {""count"": 356, ""percentage"": 31.4, ""avg_sentence_months"": 39.2, ""conviction_rate"": 89.3, ""prison_rate"": 44.7}, ""court_appointed"": {""count"": 621, ""percentage"": 54.8, ""avg_sentence_months"": 35.8, ""conviction_rate"": 85.1, ""prison_rate"": 40.2}, ""retained_counsel"": {""count"": 157, ""percentage"": 13.8, ""avg_sentence_months"": 26.4, ""conviction_rate"": 74.5, ""prison_rate"": 28.7}}, ""disparity_analysis"": {""self_vs_retained"": {""sentence_difference"": 12.8, ""conviction_rate_difference"": 14.8}, ""appointed_vs_retained"": {""sentence_difference"": 9.4, ""conviction_rate_difference"": 10.6}}}, ""bias_metrics"": {""prison_rate"": 30.6, ""sentence_disparity"": {""racial"": {""white_defendants"": {""count"": 523, ""avg_sentence_months"": 29.1, ""conviction_rate"": 79.9}, ""black_defendants"": {""count"": 167, ""avg_sentence_months"": 35.4, ""conviction_rate"": 87.4}, ""hispanic_defendants"": {""count"": 289, ""avg_sentence_months"": 32.7, ""conviction_rate"": 84.1}, ""native_american_defendants"": {""count"": 78, ""avg_sentence_months"": 33.9, ""conviction_rate"": 85.9}, ""asian_defendants"": {""count"": 56, ""avg_sentence_months"": 27.8, ""conviction_rate"": 76.8}, ""other_defendants"": {""count"": 21, ""avg_sentence_months"": 31.2, ""conviction_rate"": 81.0}, ""disparity_score"": 4.2, ""calculation_method"": ""((Non-White_Average - White_Average) / White_Average) * 100""}, ""counsel_representation"": {""disparity_score"": 8.1, ""calculation_method"": ""Weighted average of sentence and conviction rate disparities"", ""detailed_breakdown"": {""sentence_disparity"": 12.8, ""conviction_disparity"": 14.8}}}}, ""appellate_record"": {""total_appeals_2024"": 17, ""total_reversals_2024"": 2, ""reversal_rate"": 11.8}, ""specialization"": [""Criminal"", ""Gang Cases""], ""risk_assessment"": ""moderate""}"
washington_022,Judge Janelle Wipper,washington_county,Washington,Circuit Court,Family,2018,,active,743,2018-2024,5.1,"{""id"": ""washington_022"", ""name"": ""Judge Janelle Wipper"", ""county"": ""Washington"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2018"", ""tenure_end"": null, ""current_status"": ""active"", ""caseload_2024"": 743, ""time_period_coverage"": ""2018-2024"", ""representation_analysis"": {""total_cases_analyzed"": 743, ""by_representation_type"": {""self_represented"": {""count"": 234, ""percentage"": 31.5, ""avg_sentence_months"": 5.8, ""conviction_rate"": 45.3, ""prison_rate"": 7.7}, ""court_appointed"": {""count"": 367, ""percentage"": 49.4, ""avg_sentence_months"": 5.1, ""conviction_rate"": 42.8, ""prison_rate"": 6.3}, ""retained_counsel"": {""count"": 142, ""percentage"": 19.1, ""avg_sentence_months"": 4.2, ""conviction_rate"": 38.7, ""prison_rate"": 4.2}}, ""disparity_analysis"": {""self_vs_retained"": {""sentence_difference"": 1.6, ""conviction_rate_difference"": 6.6}, ""appointed_vs_retained"": {""sentence_difference"": 0.9, ""conviction_rate_difference"": 4.1}}}, ""bias_metrics"": {""prison_rate"": 5.1, ""sentence_disparity"": {""racial"": {""white_defendants"": {""count"": 423, ""avg_sentence_months"": 4.9, ""conviction_rate"": 41.4}, ""black_defendants"": {""count"": 89, ""avg_sentence_months"": 5.2, ""conviction_rate"": 43.8}, ""hispanic_defendants"": {""count"": 134, ""avg_sentence_months"": 5.1, ""conviction_rate"": 42.5}, ""native_american_defendants"": {""count"": 34, ""avg_sentence_months"": 5.3, ""conviction_rate"": 44.1}, ""asian_defendants"": {""count"": 47, ""avg_sentence_months"": 4.6, ""conviction_rate"": 38.3}, ""other_defendants"": {""count"": 16, ""avg_sentence_months"": 4.8, ""conviction_rate"": 40.6}, ""disparity_score"": 0.8, ""calculation_method"": ""((Non-White_Average - White_Average) / White_Average) * 100""}, ""counsel_representation"": {""disparity_score"": 2.3, ""calculation_method"": ""Weighted average of sentence and conviction rate disparities"", ""detailed_breakdown"": {""sentence_disparity"": 1.6, ""conviction_disparity"": 6.6}}}}, ""appellate_record"": {""total_appeals_2024"": 9, ""total_reversals_2024"": 1, ""reversal_rate"": 11.1}, ""specialization"": [""Family Law"", ""Child Custody""], ""risk_assessment"": ""excellent""}"
clackamas_001,Judge Robert Herndon,clackamas_county,Clackamas,Circuit Court,Criminal,2013,,,1423,,41.7,"{""id"": ""clackamas_001"", ""name"": ""Judge Robert Herndon"", ""county"": ""Clackamas"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2013"", ""caseload_2024"": 1423, ""bias_metrics"": {""prison_rate"": 41.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 8.9}, ""counsel_representation"": {""disparity_score"": 14.2}}}, ""appellate_record"": {""total_appeals_2024"": 31, ""total_reversals_2024"": 6, ""reversal_rate"": 19.4}, ""specialization"": [""Criminal"", ""Felony Cases""], ""risk_assessment"": ""high""}"
clackamas_002,Judge Jennifer Brooks,clackamas_county,Clackamas,Circuit Court,Civil,2019,,,978,,12.4,"{""id"": ""clackamas_002"", ""name"": ""Judge Jennifer Brooks"", ""county"": ""Clackamas"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2019"", ""caseload_2024"": 978, ""bias_metrics"": {""prison_rate"": 12.4, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.1}, ""counsel_representation"": {""disparity_score"": 4.8}}}, ""appellate_record"": {""total_appeals_2024"": 14, ""total_reversals_2024"": 1, ""reversal_rate"": 7.1}, ""specialization"": [""Civil"", ""Personal Injury"", ""Property Disputes""], ""risk_assessment"": ""low""}"
clackamas_003,Judge Michael Chen,clackamas_county,Clackamas,Circuit Court,Juvenile,2021,,,567,,6.3,"{""id"": ""clackamas_003"", ""name"": ""Judge Michael Chen"", ""county"": ""Clackamas"", ""court"": ""Circuit Court"", ""department"": ""Juvenile"", ""tenure_start"": ""2021"", ""caseload_2024"": 567, ""bias_metrics"": {""prison_rate"": 6.3, ""sentence_disparity"": {""racial"": {""disparity_score"": 0.7}, ""counsel_representation"": {""disparity_score"": 2.1}}}, ""appellate_record"": {""total_appeals_2024"": 4, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Juvenile"", ""Youth Rehabilitation"", ""Family Court""], ""risk_assessment"": ""excellent""}"
